,product_id,name,actual_price,discount_price,ratings,brand,category,description,average_rating,image
0,1,Garlic Oil - Vegetarian Capsule 500 mg,220.0,220.0,4.1,Sri Sri Ayurveda ,Beauty & Hygiene,"This Product contains Garlic Oil that is known to help proper digestion, maintain proper cholesterol levels, support cardiovascular and also build immunity.  For Beauty tips, tricks & more visit https://bigbasket.blog/",4.1,https://upload.wikimedia.org/wikipedia/commons/thumb/6/65/No-Image-Placeholder.svg/495px-No-Image-Placeholder.svg.png?20200912122019
1,2,Water Bottle - Orange,180.0,180.0,2.3,Mastercook,"Kitchen, Garden & Pets","Each product is microwave safe (without lid), refrigerator safe, dishwasher safe and can also be used for re-heating food and not for cooking. All containers come with airtight lids and a wide variety of attractive colours. Stack these stylish and colourful containers in your kitchen with ease and for a look-good factor.",2.3,https://upload.wikimedia.org/wikipedia/commons/thumb/6/65/No-Image-Placeholder.svg/495px-No-Image-Placeholder.svg.png?20200912122019
2,3,"Brass Angle Deep - Plain, No.2",250.0,119.0,3.4,Trm,Cleaning & Household,"A perfect gift for all occasions, be it your mother, sister, in-laws, boss or your friends, this beautiful designer piece wherever placed, is sure to beautify the surroundings Traditional design This type diya has been used for Diwali and All other Festivals for centuries. Sturdy and easy to carry The feet keep it balanced to ensure safety. Wonderful Oil Lamp made in Brass also called as Jyoti. This is a handcrafted piece of Indian brass Deepak.",3.4,https://upload.wikimedia.org/wikipedia/commons/thumb/6/65/No-Image-Placeholder.svg/495px-No-Image-Placeholder.svg.png?20200912122019
3,4,Cereal Flip Lid Container/Storage Jar - Assorted Colour,176.0,149.0,3.7,Nakoda,Cleaning & Household,"Multipurpose container with an attractive design and made from food-grade plastic for your hygiene and safety ideal for storing pulses. Grains, spices, and more with easy opening and closing flip-open lid. Strong, durable and transparent body for longevity and easy identification of contents. Multipurpose storage solution for your daily needs stores your everyday food essentials in style with the Nakoda container set. With transparent bodies, you can easily identify your stored items without having to open the lids. These containers are ideal for storing a large variety of items such as food grains, snacks and pulses to sugar, spices, condiments and more. Featuring unique flip-open lids, you can easily open and close this container without any hassles.
The Nakoda container is made from high-quality food-grade and BPA-free plastic that is 100% safe for storing food items. You can safely store your food items in this container without worrying about contamination and harmful toxins. As they are constructed using highly durable virgin plastic, this container will last for a long time even with regular use. This container can enhance the overall look of your kitchen decor. Being dishwasher safe, cleaning and maintaining this container is an easy task. You can also use a simple soap solution to manually wash and retain their looks for a long time.",3.7,https://upload.wikimedia.org/wikipedia/commons/thumb/6/65/No-Image-Placeholder.svg/495px-No-Image-Placeholder.svg.png?20200912122019
4,5,Creme Soft Soap - For Hands & Body,162.0,162.0,4.4,Nivea,Beauty & Hygiene,"Nivea Creme Soft Soap gives your skin the best care that it must get. The soft bar consists of Vitamins F and Almonds which are really skin gracious and help you get great skin. It provides the skin with moisture and leaves behind flawless and smooth skin. It makes sure that your body is totally free of germs & dirt and at the same time well nourished.For Beauty tips, tricks & more visit https://bigbasket.blog/",4.4,https://upload.wikimedia.org/wikipedia/commons/thumb/6/65/No-Image-Placeholder.svg/495px-No-Image-Placeholder.svg.png?20200912122019
5,6,Germ - Removal Multipurpose Wipes,199.0,169.0,3.3,Nature Protect,Cleaning & Household,"Stay protected from contamination with Multipurpose Germ Removal Wipes by Nature Protect, a quality product by Hindustan Unilever Limited, the makers of Surf Excel and Lifebuoy. Infused with neem extract Nature Protect Multipurpose Germ removal wipes helps in cleaning and 99.9% germ removal^. Neem extracts are known to have the power of 100 bio-actives with both anti-viral and anti-bacterial capabilities.
Wipes made from 100% biodegradable fabric and balanced with skin’s pH level, our on-the-go hygiene wipes are safe to use on not just surfaces, but human skin, so you can disinfect any exposed parts of your body – such as your hands, elbows, or wrists – as well as the surfaces they’ve touched.  A thorough cleaning with on-the-go hygiene wipes helps in keeping surfaces hygienically clean, both inside and outside your home. Packaged neatly to enable quick, easy removal, these on-the-go hygiene wipes will help you stay protected whether you stay indoors or move out and about.
^ As per lab test conducted on representative organisms.* Always spot test on hidden area to check compatibility.",0.0,https://upload.wikimedia.org/wikipedia/commons/thumb/6/65/No-Image-Placeholder.svg/495px-No-Image-Placeholder.svg.png?20200912122019
6,7,Multani Mati,58.0,58.0,3.6,Satinance,Beauty & Hygiene,"Satinance multani matti is an excellent skin toner and astringent. reduces oiliness and while nourishing the skin, keeps it soft and grime. improves complexion by facilitating better blood circulation.  For Beauty tips, tricks & more visit https://bigbasket.blog/",3.6,https://upload.wikimedia.org/wikipedia/commons/thumb/6/65/No-Image-Placeholder.svg/495px-No-Image-Placeholder.svg.png?20200912122019
7,8,Hand Sanitizer - 70% Alcohol Base,250.0,250.0,4.0,Bionova,Beauty & Hygiene,70%Alcohol based is gentle of hand leaves skin soft and moist with a good fragrance. It is really safe for the skin.,4.0,https://upload.wikimedia.org/wikipedia/commons/thumb/6/65/No-Image-Placeholder.svg/495px-No-Image-Placeholder.svg.png?20200912122019
8,9,Biotin & Collagen Volumizing Hair Shampoo + Biotin & Collagen Hair Conditioner,1098.0,1098.0,3.5,StBotanica,Beauty & Hygiene,"An exclusive blend with Vitamin B7 Biotin, Hydrolyzed collagen, Oat Extract along with premium & organic cold-pressed ingredients helps to infuse nutrients into every strand and creates the appearance of thicker, fuller healthier looking hair. This powerful formula helps volumize even the skinniest strands into fuller and more abundant looking locks. It is safe for color-treated hair and safe for all hair types. St Botanica Biotin & Collagen Hair Conditioner has been specially formulated to repair dry & damaged hair for full, thick, voluminous, shiny & healthy looking hair! The amazing hair conditioner ingredients include Biotin, Hydrolyzed Collagen, Pro-Vitamin B5, Vitamin E, & Hydrolyzed Silk Proteins for glistening looking hair. Biotin and Collagen, infused with most efficacious natural extracts not only promotes healthy hair growth but also prevents hair dryness, increases the elasticity of the hair cortex, thereby strengthening hair, minimizing hair breakage and helping hair grow longer, healthier and thicker. PLUMP IT UP: the nutrient-rich, plump-it-up power of this haircare infused with ProVitamin B7 biotin and collagen helps give each strand of hair a beautiful boost, this dynamic duo will leave your hair feeling thicker, fuller, and looking oh, so healthy.",3.5,https://upload.wikimedia.org/wikipedia/commons/thumb/6/65/No-Image-Placeholder.svg/495px-No-Image-Placeholder.svg.png?20200912122019
9,10,"Scrub Pad - Anti- Bacterial, Regular",20.0,20.0,4.3,Scotch brite,Cleaning & Household,"Scotch Brite Anti- Bacterial Scrub Pad thoroughly cleanses dishes and keeps the kitchen utensils squeaky clean with a pleasant neem fragrance. The scrub is gentle on the hands and does not wear off easily, while eliminating bacteria and making your utensils sparkle and look as good as new with every wash.",4.3,https://upload.wikimedia.org/wikipedia/commons/thumb/6/65/No-Image-Placeholder.svg/495px-No-Image-Placeholder.svg.png?20200912122019
10,11,Wheat Grass Powder - Raw,290.0,261.0,4.0,NUTRASHIL,Gourmet & World Food,"Wheatgrass is a superfood potent health food with amazing benefits. It contains all minerals, Vitamins A, B- complex, C, E, I and K. It is extremely rich in protein and contains 17 amino acids. It is thought to benefit health only when fresh and taken on an empty stomach immediately after being mixed.",4.0,https://upload.wikimedia.org/wikipedia/commons/thumb/6/65/No-Image-Placeholder.svg/495px-No-Image-Placeholder.svg.png?20200912122019
11,12,Butter Cookies Gold Collection,600.0,600.0,2.2,Sapphire,Gourmet & World Food,Enjoy a tin full of delicious butter cookies made with pure Danish recipe. Enjoy them as an energy snack. or with tea and coffee. Sapphire Butter cookies make a perfect gift pack for your loved ones. This product is 100% vegetarian.,2.2,https://upload.wikimedia.org/wikipedia/commons/thumb/6/65/No-Image-Placeholder.svg/495px-No-Image-Placeholder.svg.png?20200912122019
12,13,"Face Wash - Oil Control, Active",110.0,110.0,5.0,Oxy,Beauty & Hygiene,"This face wash deeply cleanses dirt and impurities. Active ingredients help remove excess oil and other pimple causing germs, leaving skin clean and fresh. Its a oil-control & pimple clearing ingredients which rid your skin of excess oil and other a pimple-causing germs, leaving it clean and fresh.",5.0,https://upload.wikimedia.org/wikipedia/commons/thumb/6/65/No-Image-Placeholder.svg/495px-No-Image-Placeholder.svg.png?20200912122019
13,14,Mold & Mildew Remover with Bleach,350.0,350.0,3.8,Clorox,Cleaning & Household,"This formula has been scientifically proven to kill 99.9% of germs. It removes mold & mildew powerfully, leaving no residue behind. cleans & disinfects at the same time. Colox Mold & Mildew Remover with Bleach is perfect for a solution for a germ-free house.",3.8,https://upload.wikimedia.org/wikipedia/commons/thumb/6/65/No-Image-Placeholder.svg/495px-No-Image-Placeholder.svg.png?20200912122019
14,15,Just Spray - Mosquito Repellent Room Spray,200.0,200.0,4.2,Herbal Strategi,Cleaning & Household,"Strategi Just Spray is a very effective 100% Herbal Mosquito Repellent Room Spray completed from a distinctive mix of plant extracts and fragrant oils which remains mosquitoes away for 8-12 hrs. Just Spray has been developed to remove the discomfort of using chemical mosquito repellents such as chemical vaporisers, chemical mosquito coils etc.",4.2,https://upload.wikimedia.org/wikipedia/commons/thumb/6/65/No-Image-Placeholder.svg/495px-No-Image-Placeholder.svg.png?20200912122019
15,16,Dove Plastic Soap Case - Assorted Colour,59.0,49.0,4.0,Nakoda,Cleaning & Household,"This soap case is made of virgin plastic which makes it strong and durable. This is ideal for the bathroom, kitchen, etc.This will protect your soap bars from melting and will make it lasts longer.",4.0,https://upload.wikimedia.org/wikipedia/commons/thumb/6/65/No-Image-Placeholder.svg/495px-No-Image-Placeholder.svg.png?20200912122019
16,17,Smooth Skin Oil - For Dry Skin,360.0,324.0,5.0,Aroma Treasures,Beauty & Hygiene,"Specially crafted for dry skin, this richly formulated skin oil restores the natural moisture of the skin, improves its health and youthfulness. Not to mention how soft, shiny and smooth it makes your skin.


Aroma Treasures, pioneers of aromatherapy have put in years of research and study to give you the ultimate range of beauty care products.",0.0,https://upload.wikimedia.org/wikipedia/commons/thumb/6/65/No-Image-Placeholder.svg/495px-No-Image-Placeholder.svg.png?20200912122019
17,18,Salted Pumpkin,180.0,180.0,4.9,Graminway,Gourmet & World Food,"Graminway Salted Pumpkin Seeds are the perfect snack for your family. These are ancient food, lost with time. These are tiny nutritional powerhouses loaded with essential elements, many of which are trace elements. They are rich in manganese, magnesium, copper, and zinc, which can give your health an added boost. Pumpkin seeds are the best sources of plant-based omega-3s (alpha-linolenic acid). Also, they are rich in healthy fats, antioxidants, and fibres. Moreover, they are easy to carry and make an excellent snack when you are on the go and can be a quick snack when you are home too. At Graminway, they believe that everyone deserves to live a full and healthy life. The intake of their food supplements will provide a good foundation for a healthy lifestyle. They are committed to providing the highest quality products at affordable price. They are a company with a purpose beyond profit and want to make a lasting difference in the world. Graminway aims to provide clean, natural, and healthy products without compromising on the flavours and taste. They produce them in small batches, which helps maintain freshness and preserve the ingredient texture. By not stockpiling, each product is as fresh as possible when it reaches your doorstep.",4.9,https://upload.wikimedia.org/wikipedia/commons/thumb/6/65/No-Image-Placeholder.svg/495px-No-Image-Placeholder.svg.png?20200912122019
18,19,Flax Seeds - Roasted,120.0,120.0,4.3,True Elements,Gourmet & World Food,"True Elements brings to you Roasted Flax Seeds that are loaded with health benefits and nutrients. It is perfectly crunchy and is 100% natural and high-quality. These seeds are slightly roasted to get maximum health benefits and the right crunch. It is very high in fibre and provides good amounts of protein. It is also rich in fat and Omega 3. It is a great mid-meal snack, sprinkled over breakfast, soups or can be ground into a powder and added to food.
Benefits: 1. It is loaded with many health benefits and nutrients.
2. It is a great healthy snack or meal option.
3. It is very high in fibre and provides good amounts of protein.
4. It is also rich in fat and Omega 3.
5. It is 100% natural and made of high-quality.",0.0,https://upload.wikimedia.org/wikipedia/commons/thumb/6/65/No-Image-Placeholder.svg/495px-No-Image-Placeholder.svg.png?20200912122019
19,20,Organic Tofu - Soy Paneer,90.0,85.14,3.9,Murginns,Gourmet & World Food,"We at Wellness Foods, manufacture dairy and non-dairy products, Fresh Cheese, Tofu, and Butter. Our tofu is 100% organic without any preservatives. Our cheese is handcrafted by an Italian cheesemaker, from milk directly procured from farmers.Murginns’ fresh and firm Organic tofu is the perfect non-dairy substitute to paneer or cottage cheese, made from organic soybeans. Tofu, also called bean curd, is a preparation made by soya milk coagulation. A good source of calcium, manganese, copper, selenium, protein, phosphorus, and rich in vitamin B1.",0.0,https://upload.wikimedia.org/wikipedia/commons/thumb/6/65/No-Image-Placeholder.svg/495px-No-Image-Placeholder.svg.png?20200912122019
20,21,Ceramic Barrel Brush - Colour May Vary,700.0,525.0,4.2,Bronson Professional,Beauty & Hygiene,This Ceramic Barrel Brush by Bronson Professional is lightweight and the rubber grip ensures easy handling. It distributes the heat easily and reduces hair drying time. The ceramic-coated barrel emits negative ions reducing frizz.,4.2,https://upload.wikimedia.org/wikipedia/commons/thumb/6/65/No-Image-Placeholder.svg/495px-No-Image-Placeholder.svg.png?20200912122019
21,22,Instant Noodles - Chicken Satay Flavor,50.0,45.0,4.1,Koka,Gourmet & World Food,"Koka Instant noodles are known for their carefully selected ingredients and specially formulated recipes. It promises great taste without the addition of MSG. A leading instant noodle brand, Koka offers you great taste, texture and flavour. It is available in variety of Asian flavours and it comes in packets or as cup noodles. From the packet noodles range comes the Koka Instant Noodles Chicken Satay Flavour.",4.1,https://upload.wikimedia.org/wikipedia/commons/thumb/6/65/No-Image-Placeholder.svg/495px-No-Image-Placeholder.svg.png?20200912122019
22,23,Chia Seeds,120.0,120.0,3.9,NaturoBell,"Foodgrains, Oil & Masala","Raw Chia seeds, naturally gluten free, lyva raw chia seeds are a whole, vegetarian food, naturally rich in omega-3 and omega-6 essential fatty acids, dietary fiber, protein and other essential minerals. just a spoonful of lyva raw chia seeds a day is an easy and delicious way to support your digestive health and satiate your appetite homemade buffalo manure has been used as a compost during the cultivation of these seeds. no pesticides or insecticides were used making it near organic suggested uses - 1 tbsp. Daily mixes easily in water or juice. excellent when used as a topping for yogurt, salad, breakfast cereals, blended smoothie beverages and fresh coconut water ingredients - organically grown 100% chia seed (salvia hispanica) 15 g of chia seeds provide - all your daily requirement of omega-3 and omega 6 - also boosts the fiber, antioxidants and protein in your diet.  Click here for unique and delicious recipes - https://www.bigbasket.com/flavors/collections/231/dry-fruits-berries-nuts/",3.9,https://upload.wikimedia.org/wikipedia/commons/thumb/6/65/No-Image-Placeholder.svg/495px-No-Image-Placeholder.svg.png?20200912122019
23,24,Cleanse Green Tea - Whole Leaf Loose Tea,75.0,75.0,3.9,Cambridge Tea Party,Gourmet & World Food,"This beautiful box of Cambridge Tea Party Cleanse has 50g, 25 servings of Whole leaf Green Tea. This tea will give the antioxidant boost and helps you get strong. Cambridge Tea Party is one of the premier tea brands in the world.",0.0,https://upload.wikimedia.org/wikipedia/commons/thumb/6/65/No-Image-Placeholder.svg/495px-No-Image-Placeholder.svg.png?20200912122019
24,25,Veggie Cutter,195.0,195.0,5.0,IRICH,"Kitchen, Garden & Pets","Food Grade High Quality Plastic, Keep and store knife away from the reach of children. Multi use 2-in-1 Veg Cutter with Round Sharp steel blade along with slicer, Specially designed for cutting vegetables and fruits with locking system. Easy to use and wash",5.0,https://upload.wikimedia.org/wikipedia/commons/thumb/6/65/No-Image-Placeholder.svg/495px-No-Image-Placeholder.svg.png?20200912122019
25,26,Insulated Hot Fresh Casserole For Roti/Chapati - White,895.0,659.0,3.3,Cello,"Kitchen, Garden & Pets","Stop your worries about keeping your food warm during your dinner. Aesthetically designed, Cello's vibrant casseroles are an absolute marvel of design elegance. It is made of food-grade material with a thermic guard. The inner mirror-finished liner parts are fabricated out of non-magnetic stainless steel seat. The plastic outer body and lead components are moulded out of virgin food grade plastic polymers which gives it a sturdy and beautiful finish. With a unique glazed finish that gives a sophisticated look, is one of a superlative essential in your kitchen collections. Scientifically measured insulation properties keep food warm and fresh just as home packed food is expected to be.",3.3,https://upload.wikimedia.org/wikipedia/commons/thumb/6/65/No-Image-Placeholder.svg/495px-No-Image-Placeholder.svg.png?20200912122019
26,27,Granola - Happy Berries,265.0,245.0,3.5,Fit & Flex,Snacks & Branded Foods,"Fit & Flex granola is not just crunchy and tasty, it is also incredibly great for you. It is the perfect start to your every morning and packs quite a nutritious punch. Easy to chew, amazingly high on flavour and delightfully caramelised just right, is how we describe Fit & Flex granola.",3.5,https://upload.wikimedia.org/wikipedia/commons/thumb/6/65/No-Image-Placeholder.svg/495px-No-Image-Placeholder.svg.png?20200912122019
27,28,Flaxseed - Pesticide Free,55.0,53.9,4.0,Safe Harvest,"Foodgrains, Oil & Masala","Super-nutritious and good for your heart, flaxseed is also a rich source of fibre and Omega-3 fatty acids. We procure our flax seeds from the Gond tribes of eastern Madhya Pradesh who are traditionally practitioners of sustainable farming over many generations. Sprinkle into your morning breakfast cereal or porridge or make a blitz together with chillies, ginger, coconut and lemon juice for an interesting nutritious twist to idli chutney breakfast.  All Safe Harvest products are cultivated completely devoid of synthetic chemical pesticides.",4.0,https://upload.wikimedia.org/wikipedia/commons/thumb/6/65/No-Image-Placeholder.svg/495px-No-Image-Placeholder.svg.png?20200912122019
28,29,Paratha Puff,110.0,90.0,4.3,Switz,Snacks & Branded Foods,"Switz Puff Parathas are made with the highest quality ingredients through a specialized layering process that makes them fluffy and flaky. Made of wheat, these scrumptious parathas melt in the mouth, and will instantly become your new favourite. The buttery, soft parathas can easily be folded or cut into pieces, and tastes delicious with curries or just with tea. If you like laccha paratha or Malabar paratha, you will love the Switz Puff Paratha.It also serves as a versatile base for many snacks and dishes that can easily be made on a non-stick pan like mini rolls, quesadilla, Kathi rolls, paratha wraps, etc. You can even use it as a puff pastry by baking to make tarts, aloo/veg/ kheema puffs, cheese burst pizza, chicken pie, caramelized onions or mushroom mini bites, pinwheel bites, paratha twists, etc. With the Switz Puff Paratha, the only constraint is your imagination and creativity.",4.3,https://upload.wikimedia.org/wikipedia/commons/thumb/6/65/No-Image-Placeholder.svg/495px-No-Image-Placeholder.svg.png?20200912122019
29,30,Lip Butter - Rose,199.0,169.15,1.5,Organic Harvest,Beauty & Hygiene,Reload the dry and chapped lips with Organic Lip Butter Rose. The ideal mixture of organic butter and waxes instantly brightens your lips with red colour. Whenever you apply the colour it adds on to your charm with a rich creamy texture.,1.5,https://upload.wikimedia.org/wikipedia/commons/thumb/6/65/No-Image-Placeholder.svg/495px-No-Image-Placeholder.svg.png?20200912122019
30,31,Fruit Power - Masala Sugarcane,20.0,19.0,2.9,Real,Beverages,"Sugarcane and Spicy Masala, a love story that has been part of every Indian home across generations. Real Masala Sugarcane is one of the 1st in India offering the benefits of your age-old sugarcane juice with a sprinkling of traditional Indian masala in the hygienic Tetra pack format. So relish every drop of our new Masala Sugarcane beverage that promises to refresh you with every gulp. Savour the natural sugarcane goodness brought to your home by Real.",2.9,https://upload.wikimedia.org/wikipedia/commons/thumb/6/65/No-Image-Placeholder.svg/495px-No-Image-Placeholder.svg.png?20200912122019
31,32,Chocobakes Choc Filled Cookies,120.0,102.0,4.2,Cadbury,"Bakery, Cakes & Dairy","Experience new exciting chocolatey centre filled cookie from Cadbury. Perfect as an indulgent ""me time"" treat or to relish happy moments with your loved ones and friends. Indulge in the taste of this amazing combination of delicious cookies that enrobe a smooth Chocolatey centre.",4.2,https://upload.wikimedia.org/wikipedia/commons/thumb/6/65/No-Image-Placeholder.svg/495px-No-Image-Placeholder.svg.png?20200912122019
32,33,Amber - Deodorant Body Spray,249.0,211.65,3.4,Old Spice,Beauty & Hygiene,"Smellcome to Magic with Old Spice’s New Launch Deodorant range. 0% Gas and for long-lasting 24-hour freshness. A fruity fragrance with notes of blackberry, black raspberry, and plum, rounded out with sweet vanilla and amber notes at the base. Armed with Amber, flanked by the Old Spice eagles, you have the beacon to freely spread joy amongst your smellectorate.",3.4,https://upload.wikimedia.org/wikipedia/commons/thumb/6/65/No-Image-Placeholder.svg/495px-No-Image-Placeholder.svg.png?20200912122019
33,34,Green Tea - Tulsi Loose Leaf,225.0,225.0,3.7,Octavius,Beverages,"Octavius Tulsi Green Tea, is a unique combination where both the herbs help in refreshing and energizing the body and mind. It promotes metabolism which is vital for weight management. Green tea and Tulsi offer a vast array of remarkable health benefits including an abundance of antioxidants.",3.7,https://upload.wikimedia.org/wikipedia/commons/thumb/6/65/No-Image-Placeholder.svg/495px-No-Image-Placeholder.svg.png?20200912122019
34,35,Pet Solitaire Container Set - Silver,969.0,499.0,3.9,Steelo,"Kitchen, Garden & Pets","The Steelo plastic PET Container Set, is made of 100% food-grade PET plastic that helps you store, pulses, spices and more in a safe way. These containers are Bisphenol A (BPA) free, thus keeping you safe from health hazards. Therefore, these containers help you make a healthier lifestyle choice. The PET material makes the containers odour-free, so you donot have to worry about the spices and cereals smelling different. The airtight seal completely locks the container and conserves the nutritional value of the stored items.",3.9,https://upload.wikimedia.org/wikipedia/commons/thumb/6/65/No-Image-Placeholder.svg/495px-No-Image-Placeholder.svg.png?20200912122019
35,36,Dhania - Dal,120.0,98.0,4.1,bb Royal,"Foodgrains, Oil & Masala","Finest quality split coriander seeds roasted and mildly salted; crunchy and crisp. A traditional mouth freshener and an excellent post-meal digestive. Coriander Seeds are rich in Vit-C (the only seed to do so), Vit-B family and thiamin, riboflavin, and niacin. Coriander seeds are anti-bacterial, anti-microbial and anti-inflammatory in nature, and hence, consuming dhana dal after meals can have many medicinal benefits.",4.1,https://upload.wikimedia.org/wikipedia/commons/thumb/6/65/No-Image-Placeholder.svg/495px-No-Image-Placeholder.svg.png?20200912122019
36,37,Pudina Chutney Masala,55.0,46.75,3.9,Catch,"Foodgrains, Oil & Masala","Catch Pudina Chutney is a spicy dip made from mint leaves. This Pudina chutney masala is perfect for making the traditional Indian condiment. It is an extremely flavour condiment and is served in small quantities. It is one of the most popular Indian chutneys around, as it can be served with almost any food. Catch Pudina Chutney Masala is made using Low-Temperature Grinding technology.",3.8999999999999995,https://upload.wikimedia.org/wikipedia/commons/thumb/6/65/No-Image-Placeholder.svg/495px-No-Image-Placeholder.svg.png?20200912122019
37,38,Bodylicious Deodorant Spray - Mate (For Men),195.0,136.5,4.1,Engage,Beauty & Hygiene,"Engage Man Mate Deo Spray  For Beauty tips, tricks & more visit https://bigbasket.blog/",4.1,https://upload.wikimedia.org/wikipedia/commons/thumb/6/65/No-Image-Placeholder.svg/495px-No-Image-Placeholder.svg.png?20200912122019
38,39,"Sport Deo Spray - Fresh, for Men",205.0,112.75,3.7,Engage,Beauty & Hygiene,"A refreshing fresh fragrance with sparkling citrus top notes, sophisticated floral heart notes and a comples woody-musky base, which is perfect for a hot summer day or an enchanting date night.  For Beauty tips, tricks & more visitÃ‚Â https://bigbasket.blog/",0.0,https://upload.wikimedia.org/wikipedia/commons/thumb/6/65/No-Image-Placeholder.svg/495px-No-Image-Placeholder.svg.png?20200912122019
39,40,Choco Deck - Mini Delights,200.0,160.0,4.4,Fabelle,Snacks & Branded Foods,"Fabelle brings you Fabelle Choco Deck – Mini Delights, a pack of mini Milk Chocolate bars that will impress everyone, regardless of age. Perfect for gifting, it will make moments of celebration and bonding with friends and family even more special. Each bar is made of a layer of rich choco creme cradled between two layers of Milk Chocolate.
Experience an explosion of chocolate in your mouth as you first taste the sweetness from milk chocolate followed by the richness from the choco crème. Handcrafted by the Master Chocolatiers from the House of ITC, Fabelle gives you a dessert like an experience in a chocolate bar. Finding the perfect gift can be tricky so when in doubt, gift chocolate!",4.4,https://upload.wikimedia.org/wikipedia/commons/thumb/6/65/No-Image-Placeholder.svg/495px-No-Image-Placeholder.svg.png?20200912122019
40,41,Eau De Toilette - Homme Green,450.0,427.5,4.3,Colour Me,Beauty & Hygiene,"Colour Me is the of one of Milton Lloyds wonders. Now get a long-lasting, luxury fragrance in form of different variants of Colour Me. Take advantage of the finest quality and longest lasting oils, put in the highest concentration to ensure you a repeated delight.",4.3,https://upload.wikimedia.org/wikipedia/commons/thumb/6/65/No-Image-Placeholder.svg/495px-No-Image-Placeholder.svg.png?20200912122019
41,42,Lemon & Tea Tree Oil Soap,360.0,360.0,4.2,Liril,Beauty & Hygiene,"The new Liril soap, with its active ingredients like tea tree oil and lemon extract, gives you a freshness that lasts longer. The soap gives you a fragrance which not only lasts the whole day long as well as keeps your skin healthy. This soap ensures that your skin gets the best care and stays fresh. At the very same time, this soap also ensures that not only your skin retains its natural moisture but also maintains its oil balance. The lemon and tea tree oil ingredients in this soap give you a thick lather which lends a sense of freshness after every shower and makes bathing an enjoyable experience. The fragrance with cues of Lemon provides an invigorating shower experience. This soap has been consistent in bringing alive freshness. This soap also lasts for a long time and is a great choice for a daily refreshing shower! Buy the new Liril Soap in a 125-gm bar now, right here! With active ingredients, the Liril Lime Soap gives you freshness that lasts all day long. The lemon and tea tree oil ingredients in this soap give you instant freshness after every shower. Buy the Liril Lime Soap in a 125-gm bar, right here!",4.2,https://upload.wikimedia.org/wikipedia/commons/thumb/6/65/No-Image-Placeholder.svg/495px-No-Image-Placeholder.svg.png?20200912122019
42,43,Flavoured Cream Wafer Roll - Strawberry,275.0,275.0,4.3,Twister,Gourmet & World Food,Very crispiest texture and pleasant odour of flavour.,4.3,https://upload.wikimedia.org/wikipedia/commons/thumb/6/65/No-Image-Placeholder.svg/495px-No-Image-Placeholder.svg.png?20200912122019
43,44,Storage/Lunch Steel Container with PP Lid - Red,299.0,109.0,2.6,Classic Essentials,"Kitchen, Garden & Pets",Add a dash of colour to your kitchen with these colourful and functional microwave safe stainless steel plastic coated containers with lid from Classic Essential. The containers have a steel interior and a plastic-coated exterior and can be used easily for reheating food or simply serving and storing your snacks/cereals.The exterior plastic gets heated first which in turn heats up the inner steel in which your food is absolutely safe of any toxins. Hence it might take longer than usual to heat up in the microwave. So go ahead and buy yourself a set.,2.6,https://upload.wikimedia.org/wikipedia/commons/thumb/6/65/No-Image-Placeholder.svg/495px-No-Image-Placeholder.svg.png?20200912122019
44,45,Plain Green Olives,179.0,179.0,5.0,Figaro,Gourmet & World Food,"Olives are small fruits that grow on olive trees (Olea European). they belong to a group of fruit called drupes, or stone fruits, and are related to mangoes, cherries, peaches, almonds, and pistachios. Olives are very high in Vitamin E and other powerful antioxidants.",5.0,https://upload.wikimedia.org/wikipedia/commons/thumb/6/65/No-Image-Placeholder.svg/495px-No-Image-Placeholder.svg.png?20200912122019
45,46,Quinoa - Organic,250.0,250.0,3.9,Organic Tattva,"Foodgrains, Oil & Masala","Quinoa is one of the world’s most popular health foods. Organic Tattva's Organic Quinoa is one superfood which is gluten-free, high in protein and is full of anti-oxidants. It is one nutritious plant food which contains all nine essential amino acids. Enriched with anti-inflammatory phytonutrients, it is helpful in the prevention and treatment of various health conditions.  It contains small amounts of the heart-healthy omega-3 fatty acids and it boosts the immune system. Quinoa has a sweet and nutty flavour with a distinct texture. Organic Quinoa ensures purity and unadulterated goodness of this superfood. its high nutrition content makes it useful for people who are particular about their health. Organic Tattva's Quinoa is produced  and processed in compliance with NPOP standars in India, USDA -NOP, and EU Regulation EC no. 834/2007 & 889/2008.",3.9,https://upload.wikimedia.org/wikipedia/commons/thumb/6/65/No-Image-Placeholder.svg/495px-No-Image-Placeholder.svg.png?20200912122019
46,47,After Shave Splash - Arctic Ice,469.0,459.62,3.9,Gillette,Beauty & Hygiene,"Designed specifically for male skin. Finish a great shave with a crisp, Clean aftershave that refreshes just-shaved skin. Refreshes with a clean, Crisp, Masculine fragrance.",3.9,https://upload.wikimedia.org/wikipedia/commons/thumb/6/65/No-Image-Placeholder.svg/495px-No-Image-Placeholder.svg.png?20200912122019
